reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
PILE,PIE UN,PI UM,"{'mean_confidence': 0.9379734396934509, 'min_confidence': 0.23263296484947205, 'max_confidence': 0.9996784925460815}","{'mean_confidence': 0.9256405830383301, 'min_confidence': 0.4079546332359314, 'max_confidence': 0.9996594190597534}",1.5,1.5653125,2.0,2.0,"{'original_duration': 1.5, 'adjusted_duration': 1.5653125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.2183125, 'total_adjusted_duration': 2.4040457133625273, 'tempo_ratio': 0.922741397}, 'p': {'count': 1, 'total_original_duration': 0.485375, 'total_adjusted_duration': 0.35966585016238656, 'tempo_ratio': 1.349516502}, 'ay': {'count': 1, 'total_original_duration': 0.6685, 'total_adjusted_duration': 0.6439682206066161, 'tempo_ratio': 1.038094705}, 'l': {'count': 1, 'total_original_duration': 0.736625, 'total_adjusted_duration': 0.6087392417822662, 'tempo_ratio': 1.210082987}}}",0209.wav
YOU RE USED TO BEING ON THE FIELD,WERE USED O BUINGON TO TREOL,WERE USED TO RING NDA DEFIL,"{'mean_confidence': 0.8984150290489197, 'min_confidence': 0.27043500542640686, 'max_confidence': 0.999981164932251}","{'mean_confidence': 0.9093679785728455, 'min_confidence': 0.32087230682373047, 'max_confidence': 0.9999659061431885}",4.65,4.374875,0.875,0.75,"{'original_duration': 4.65, 'adjusted_duration': 4.374875, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 4.1068125, 'total_adjusted_duration': 4.4506646318806045, 'tempo_ratio': 0.922741397}, 'y': {'count': 2, 'total_original_duration': 0.74425, 'total_adjusted_duration': 0.5761275882457394, 'tempo_ratio': 1.291814548}, 'uh': {'count': 1, 'total_original_duration': 0.4134375, 'total_adjusted_duration': 0.24278247950323506, 'tempo_ratio': 1.702913245}, 'r': {'count': 1, 'total_original_duration': 0.461625, 'total_adjusted_duration': 0.41642753074216654, 'tempo_ratio': 1.108536218}, 'uw': {'count': 2, 'total_original_duration': 0.606375, 'total_adjusted_duration': 0.5234652908637446, 'tempo_ratio': 1.158386259}, 'z': {'count': 1, 'total_original_duration': 0.179125, 'total_adjusted_duration': 0.12024140389890613, 'tempo_ratio': 1.489711482}, 'dcl': {'count': 1, 'total_original_duration': 0.310125, 'total_adjusted_duration': 0.2959256998312165, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.2066875, 'total_adjusted_duration': 0.16913583947927796, 'tempo_ratio': 1.222020718}, 't': {'count': 1, 'total_original_duration': 0.1860625, 'total_adjusted_duration': 0.1576797818135039, 'tempo_ratio': 1.180002267}, 'bcl': {'count': 1, 'total_original_duration': 0.3238125, 'total_adjusted_duration': 0.2947326492278585, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.213625, 'total_adjusted_duration': 0.19056011546819931, 'tempo_ratio': 1.121037314}, 'iy': {'count': 2, 'total_original_duration': 0.826875, 'total_adjusted_duration': 0.6545927281068809, 'tempo_ratio': 1.263190018}, 'ih': {'count': 1, 'total_original_duration': 0.2411875, 'total_adjusted_duration': 0.19458398445131425, 'tempo_ratio': 1.239503347}, 'ng': {'count': 1, 'total_original_duration': 0.3996875, 'total_adjusted_duration': 0.2867635593240136, 'tempo_ratio': 1.393787624}, 'aa': {'count': 1, 'total_original_duration': 1.0266875, 'total_adjusted_duration': 0.7933195502112839, 'tempo_ratio': 1.294166392}, 'n': {'count': 1, 'total_original_duration': 0.5305625, 'total_adjusted_duration': 0.43548158216210714, 'tempo_ratio': 1.218335107}, 'dh': {'count': 1, 'total_original_duration': 0.2343125, 'total_adjusted_duration': 0.1618747815364028, 'tempo_ratio': 1.447492301}, 'ah': {'count': 1, 'total_original_duration': 0.2549375, 'total_adjusted_duration': 0.16055902396286634, 'tempo_ratio': 1.58781172}, 'f': {'count': 1, 'total_original_duration': 0.4134375, 'total_adjusted_duration': 0.349478940435186, 'tempo_ratio': 1.183011198}, 'l': {'count': 1, 'total_original_duration': 1.095625, 'total_adjusted_duration': 0.9054131094894899, 'tempo_ratio': 1.210082987}}}",0210.wav
FORWARD,PORWORK,POR WORK,"{'mean_confidence': 0.9471005201339722, 'min_confidence': 0.2992434799671173, 'max_confidence': 0.9991340041160583}","{'mean_confidence': 0.949684202671051, 'min_confidence': 0.29597777128219604, 'max_confidence': 0.999462902545929}",1.95,2.10625,1.0,2.0,"{'original_duration': 1.95, 'adjusted_duration': 2.10625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.9115, 'total_adjusted_duration': 3.155271899002056, 'tempo_ratio': 0.922741397}, 'f': {'count': 1, 'total_original_duration': 0.448375, 'total_adjusted_duration': 0.3790116279186734, 'tempo_ratio': 1.183011198}, 'ao': {'count': 1, 'total_original_duration': 0.4981875, 'total_adjusted_duration': 0.4179398165976184, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.293375, 'total_adjusted_duration': 0.2646508027760262, 'tempo_ratio': 1.108536218}, 'w': {'count': 1, 'total_original_duration': 0.1936875, 'total_adjusted_duration': 0.15257210335072602, 'tempo_ratio': 1.269481745}, 'er': {'count': 1, 'total_original_duration': 0.6144375, 'total_adjusted_duration': 0.4493411137244614, 'tempo_ratio': 1.36741883}, 'dcl': {'count': 1, 'total_original_duration': 0.2325, 'total_adjusted_duration': 0.2218548172857972, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.1494375, 'total_adjusted_duration': 0.12228720659055144, 'tempo_ratio': 1.222020718}}}",0211.wav
FOUR,POR,POR,"{'mean_confidence': 0.9763808846473694, 'min_confidence': 0.5617635250091553, 'max_confidence': 0.9999068975448608}","{'mean_confidence': 0.9727454781532288, 'min_confidence': 0.5252416729927063, 'max_confidence': 0.9995062351226807}",1.95,1.83875,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 1.83875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 3.49275, 'total_adjusted_duration': 3.7851883651861344, 'tempo_ratio': 0.922741397}, 'f': {'count': 1, 'total_original_duration': 0.3598125, 'total_adjusted_duration': 0.3041496991814612, 'tempo_ratio': 1.183011198}, 'ao': {'count': 1, 'total_original_duration': 0.67525, 'total_adjusted_duration': 0.5664812167257144, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.82475, 'total_adjusted_duration': 0.7439991464491781, 'tempo_ratio': 1.108536218}}}",0212.wav
PEER,HERE,PEUR,"{'mean_confidence': 0.953819990158081, 'min_confidence': 0.5355600714683533, 'max_confidence': 0.9999396800994873}","{'mean_confidence': 0.9014618992805481, 'min_confidence': 0.4192352890968323, 'max_confidence': 0.9993284940719604}",1.05,0.7949375,1.0,1.0,"{'original_duration': 1.05, 'adjusted_duration': 0.7949375, 'phoneme_stats': {'pcl': {'count': 1, 'total_original_duration': 0.2175625, 'total_adjusted_duration': 0.16314838656757297, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.6050625, 'total_adjusted_duration': 0.44835502130080657, 'tempo_ratio': 1.349516502}, 'ih': {'count': 1, 'total_original_duration': 0.72125, 'total_adjusted_duration': 0.5818862867499783, 'tempo_ratio': 1.239503347}, 'r': {'count': 1, 'total_original_duration': 0.7243125, 'total_adjusted_duration': 0.6533954310548291, 'tempo_ratio': 1.108536218}, 'noi': {'count': 1, 'total_original_duration': 0.5990625, 'total_adjusted_duration': 0.6492203578897198, 'tempo_ratio': 0.922741397}}}",0213.wav
DELTA,DAR TO,DARO TA,"{'mean_confidence': 0.9115179777145386, 'min_confidence': 0.5092058777809143, 'max_confidence': 0.9995232820510864}","{'mean_confidence': 0.9144852757453918, 'min_confidence': 0.37266477942466736, 'max_confidence': 0.9991248250007629}",1.5,1.592375,2.0,2.0,"{'original_duration': 1.5, 'adjusted_duration': 1.592375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.6818125, 'total_adjusted_duration': 1.8226260417792874, 'tempo_ratio': 0.922741397}, 'dcl': {'count': 1, 'total_original_duration': 0.3150625, 'total_adjusted_duration': 0.3006371327789526, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.13625, 'total_adjusted_duration': 0.11149565469151072, 'tempo_ratio': 1.222020718}, 'eh': {'count': 1, 'total_original_duration': 0.4555625, 'total_adjusted_duration': 0.35060812987341694, 'tempo_ratio': 1.299349505}, 'l': {'count': 1, 'total_original_duration': 0.5365, 'total_adjusted_duration': 0.4433580223535528, 'tempo_ratio': 1.210082987}, 'tcl': {'count': 1, 'total_original_duration': 0.1703125, 'total_adjusted_duration': 0.15556257327025744, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.1575625, 'total_adjusted_duration': 0.13352728584207033, 'tempo_ratio': 1.180002267}, 'ah': {'count': 1, 'total_original_duration': 0.66425, 'total_adjusted_duration': 0.41834305140410477, 'tempo_ratio': 1.58781172}}}",0214.wav
I LOOKED UP AND NOTICED TWO OLD MEN,I LEART OT BET NOW LIS TRUE OLDMAN,I LOARN NO BET NO LIS TWO OLD MEN,"{'mean_confidence': 0.8930803537368774, 'min_confidence': 0.33257707953453064, 'max_confidence': 0.9999880790710449}","{'mean_confidence': 0.8997054696083069, 'min_confidence': 0.30623793601989746, 'max_confidence': 0.9999862909317017}",4.35,3.640875,0.875,0.625,"{'original_duration': 4.35, 'adjusted_duration': 3.640875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.0809375, 'total_adjusted_duration': 2.2551686818923544, 'tempo_ratio': 0.922741397}, 'ay': {'count': 1, 'total_original_duration': 0.5788125, 'total_adjusted_duration': 0.557571960643032, 'tempo_ratio': 1.038094705}, 'l': {'count': 2, 'total_original_duration': 1.0611875, 'total_adjusted_duration': 0.8769543175140928, 'tempo_ratio': 1.210082987}, 'uh': {'count': 1, 'total_original_duration': 0.70975, 'total_adjusted_duration': 0.416785765266627, 'tempo_ratio': 1.702913245}, 'kcl': {'count': 1, 'total_original_duration': 0.3169375, 'total_adjusted_duration': 0.2322460075809376, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.0826875, 'total_adjusted_duration': 0.05803260550579462, 'tempo_ratio': 1.424845555}, 'ah': {'count': 2, 'total_original_duration': 1.2403125, 'total_adjusted_duration': 0.7811458275418197, 'tempo_ratio': 1.58781172}, 'pcl': {'count': 1, 'total_original_duration': 0.1446875, 'total_adjusted_duration': 0.1085000042815086, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.165375, 'total_adjusted_duration': 0.122543888685253, 'tempo_ratio': 1.349516502}, 'ae': {'count': 1, 'total_original_duration': 0.26875, 'total_adjusted_duration': 0.21457922644496263, 'tempo_ratio': 1.252451155}, 'n': {'count': 3, 'total_original_duration': 1.261, 'total_adjusted_duration': 1.03501901304072, 'tempo_ratio': 1.218335107}, 'ow': {'count': 2, 'total_original_duration': 1.178375, 'total_adjusted_duration': 1.0732882407178508, 'tempo_ratio': 1.097911032}, 't': {'count': 3, 'total_original_duration': 0.9233750000000001, 'total_adjusted_duration': 0.7825196830744732, 'tempo_ratio': 1.180002267}, 's': {'count': 1, 'total_original_duration': 0.668375, 'total_adjusted_duration': 0.5511924829489497, 'tempo_ratio': 1.212598177}, 'tcl': {'count': 1, 'total_original_duration': 0.2205, 'total_adjusted_duration': 0.20140358109998835, 'tempo_ratio': 1.09481668}, 'uw': {'count': 1, 'total_original_duration': 0.2686875, 'total_adjusted_duration': 0.2319498335831002, 'tempo_ratio': 1.158386259}, 'm': {'count': 1, 'total_original_duration': 0.17225, 'total_adjusted_duration': 0.1392950032349556, 'tempo_ratio': 1.236584199}, 'eh': {'count': 1, 'total_original_duration': 0.61325, 'total_adjusted_duration': 0.47196693240745874, 'tempo_ratio': 1.299349505}}}",0215.wav
SLIP,FLOW,FLOAW,"{'mean_confidence': 0.9785569310188293, 'min_confidence': 0.396969735622406, 'max_confidence': 0.9999128580093384}","{'mean_confidence': 0.9794145226478577, 'min_confidence': 0.505628228187561, 'max_confidence': 0.9999223947525024}",1.65,1.7076875,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.7076875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9436874999999998, 'total_adjusted_duration': 2.106427116328888, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.627625, 'total_adjusted_duration': 0.51758695658999, 'tempo_ratio': 1.212598177}, 'l': {'count': 1, 'total_original_duration': 0.309125, 'total_adjusted_duration': 0.2554576862256142, 'tempo_ratio': 1.210082987}, 'ih': {'count': 1, 'total_original_duration': 0.7775, 'total_adjusted_duration': 0.6272673663058692, 'tempo_ratio': 1.239503347}, 'pcl': {'count': 1, 'total_original_duration': 0.651, 'total_adjusted_duration': 0.4881797168882046, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.220125, 'total_adjusted_duration': 0.1631139742817313, 'tempo_ratio': 1.349516502}}}",0216.wav
I WAS CONSCIOUS ALL THE TIME,I RIL THE CONTER DRAW LOKED ON,I RIL TE CONTU LAD LOTON,"{'mean_confidence': 0.9307589530944824, 'min_confidence': 0.2900375723838806, 'max_confidence': 0.999995231628418}","{'mean_confidence': 0.8893280029296875, 'min_confidence': 0.3121933937072754, 'max_confidence': 0.9999942779541016}",3.75,3.431375,1.0,0.8333333333333334,"{'original_duration': 3.75, 'adjusted_duration': 3.431375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.577125, 'total_adjusted_duration': 2.792900598562828, 'tempo_ratio': 0.922741397}, 'ay': {'count': 2, 'total_original_duration': 1.2678125, 'total_adjusted_duration': 1.221287897812753, 'tempo_ratio': 1.038094705}, 'w': {'count': 1, 'total_original_duration': 0.3445625, 'total_adjusted_duration': 0.2714198147055671, 'tempo_ratio': 1.269481745}, 'aa': {'count': 2, 'total_original_duration': 0.8544375, 'total_adjusted_duration': 0.6602222907979827, 'tempo_ratio': 1.294166392}, 'z': {'count': 1, 'total_original_duration': 0.5511875, 'total_adjusted_duration': 0.36999614130650843, 'tempo_ratio': 1.489711482}, 'kcl': {'count': 1, 'total_original_duration': 0.358375, 'total_adjusted_duration': 0.2626106502601255, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.3100625, 'total_adjusted_duration': 0.2176113045459162, 'tempo_ratio': 1.424845555}, 'n': {'count': 1, 'total_original_duration': 0.503, 'total_adjusted_duration': 0.4128584960820636, 'tempo_ratio': 1.218335107}, 'dcl': {'count': 2, 'total_original_duration': 0.17231249999999998, 'total_adjusted_duration': 0.16442304603681257, 'tempo_ratio': 1.047982653}, 'sh': {'count': 1, 'total_original_duration': 0.1585, 'total_adjusted_duration': 0.14582040055114187, 'tempo_ratio': 1.086953536}, 'ah': {'count': 2, 'total_original_duration': 0.8061875000000001, 'total_adjusted_duration': 0.5077349473147862, 'tempo_ratio': 1.58781172}, 's': {'count': 1, 'total_original_duration': 0.2205, 'total_adjusted_duration': 0.1818409463104446, 'tempo_ratio': 1.212598177}, 'ao': {'count': 1, 'total_original_duration': 0.7235, 'total_adjusted_duration': 0.6069591415047084, 'tempo_ratio': 1.192007749}, 'l': {'count': 1, 'total_original_duration': 0.39275, 'total_adjusted_duration': 0.32456451683011717, 'tempo_ratio': 1.210082987}, 'dh': {'count': 1, 'total_original_duration': 0.2205, 'total_adjusted_duration': 0.152332416447167, 'tempo_ratio': 1.447492301}, 't': {'count': 1, 'total_original_duration': 0.385875, 'total_adjusted_duration': 0.3270120836132258, 'tempo_ratio': 1.180002267}, 'm': {'count': 1, 'total_original_duration': 0.4616875, 'total_adjusted_duration': 0.3733571077273647, 'tempo_ratio': 1.236584199}}}",0217.wav
PRIOR,TRY,TRY OU,"{'mean_confidence': 0.9364880919456482, 'min_confidence': 0.47521063685417175, 'max_confidence': 0.9996391534805298}","{'mean_confidence': 0.9256570935249329, 'min_confidence': 0.41263821721076965, 'max_confidence': 0.9996142387390137}",1.5,1.1774375,1.0,2.0,"{'original_duration': 1.5, 'adjusted_duration': 1.1774375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 0.6812499999999999, 'total_adjusted_duration': 0.7382891915490813, 'tempo_ratio': 0.922741397}, 'pcl': {'count': 1, 'total_original_duration': 1.37525, 'total_adjusted_duration': 1.0312890255768101, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.4215625, 'total_adjusted_duration': 0.31238039651626287, 'tempo_ratio': 1.349516502}, 'r': {'count': 1, 'total_original_duration': 0.212875, 'total_adjusted_duration': 0.19203251688435136, 'tempo_ratio': 1.108536218}, 'ay': {'count': 1, 'total_original_duration': 0.68975, 'total_adjusted_duration': 0.6644384146049565, 'tempo_ratio': 1.038094705}, 'er': {'count': 1, 'total_original_duration': 0.736625, 'total_adjusted_duration': 0.5386974230858003, 'tempo_ratio': 1.36741883}}}",0218.wav
TILE,TILE,TILE,"{'mean_confidence': 0.9830722212791443, 'min_confidence': 0.8444092273712158, 'max_confidence': 0.9998955726623535}","{'mean_confidence': 0.9870163202285767, 'min_confidence': 0.8485103249549866, 'max_confidence': 0.9998866319656372}",1.35,1.301,0.0,0.0,"{'original_duration': 1.35, 'adjusted_duration': 1.301, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.092125, 'total_adjusted_duration': 1.1835656268925367, 'tempo_ratio': 0.922741397}, 'tcl': {'count': 1, 'total_original_duration': 0.75875, 'total_adjusted_duration': 0.6930383998168533, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.5058125, 'total_adjusted_duration': 0.4286538374930088, 'tempo_ratio': 1.180002267}, 'ay': {'count': 1, 'total_original_duration': 0.6744375, 'total_adjusted_duration': 0.6496878336355641, 'tempo_ratio': 1.038094705}, 'l': {'count': 1, 'total_original_duration': 0.6668125, 'total_adjusted_duration': 0.5510469175780587, 'tempo_ratio': 1.210082987}}}",0219.wav
FEAR,HEM,HEM,"{'mean_confidence': 0.9168456792831421, 'min_confidence': 0.26710256934165955, 'max_confidence': 0.9999126195907593}","{'mean_confidence': 0.9348364472389221, 'min_confidence': 0.5570132732391357, 'max_confidence': 0.9998921155929565}",1.2,1.21175,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.21175, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.79175, 'total_adjusted_duration': 1.9417683067274372, 'tempo_ratio': 0.922741397}, 'f': {'count': 1, 'total_original_duration': 0.422375, 'total_adjusted_duration': 0.35703381397747347, 'tempo_ratio': 1.183011198}, 'ih': {'count': 1, 'total_original_duration': 0.7085, 'total_adjusted_duration': 0.5715999087173098, 'tempo_ratio': 1.239503347}, 'r': {'count': 1, 'total_original_duration': 0.37125, 'total_adjusted_duration': 0.3349011010842769, 'tempo_ratio': 1.108536218}}}",0220.wav
BACK,BY,BY,"{'mean_confidence': 0.9667044281959534, 'min_confidence': 0.5313014984130859, 'max_confidence': 0.9999270439147949}","{'mean_confidence': 0.9450170397758484, 'min_confidence': 0.3036256730556488, 'max_confidence': 0.9997311234474182}",1.2,1.1741875,1.0,1.0,"{'original_duration': 1.2, 'adjusted_duration': 1.1741875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.141125, 'total_adjusted_duration': 1.236668262321388, 'tempo_ratio': 0.922741397}, 'b': {'count': 1, 'total_original_duration': 0.19075, 'total_adjusted_duration': 0.17015490708278064, 'tempo_ratio': 1.121037314}, 'ae': {'count': 1, 'total_original_duration': 1.0695625, 'total_adjusted_duration': 0.8539754191052664, 'tempo_ratio': 1.252451155}, 'kcl': {'count': 1, 'total_original_duration': 0.6199375, 'total_adjusted_duration': 0.4542788698866733, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.2725, 'total_adjusted_duration': 0.1912487981899203, 'tempo_ratio': 1.424845555}}}",0221.wav
ONE VALIDATED ACTS OF SCHOOL DISTRICTS,ONE VOUDER DAY TER DIE TO SCRUME DICH TO,ONE VOWTHER THEY DID I TO SCREW UM DITCH TO,"{'mean_confidence': 0.9219918847084045, 'min_confidence': 0.30007675290107727, 'max_confidence': 0.9999696016311646}","{'mean_confidence': 0.9293148517608643, 'min_confidence': 0.46152520179748535, 'max_confidence': 0.9999809265136719}",7.65,6.2585,1.3333333333333333,1.5,"{'original_duration': 7.65, 'adjusted_duration': 6.2585, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 3.7691875, 'total_adjusted_duration': 4.084771217867013, 'tempo_ratio': 0.922741397}, 'w': {'count': 1, 'total_original_duration': 0.5374375, 'total_adjusted_duration': 0.423351893098707, 'tempo_ratio': 1.269481745}, 'ah': {'count': 4, 'total_original_duration': 1.6400000000000001, 'total_adjusted_duration': 1.0328680531467547, 'tempo_ratio': 1.58781172}, 'n': {'count': 1, 'total_original_duration': 0.3514375, 'total_adjusted_duration': 0.28845717239928476, 'tempo_ratio': 1.218335107}, 'v': {'count': 2, 'total_original_duration': 1.2265000000000001, 'total_adjusted_duration': 0.8900288256498514, 'tempo_ratio': 1.378045255}, 'ae': {'count': 2, 'total_original_duration': 2.7769375, 'total_adjusted_duration': 2.2172022349246827, 'tempo_ratio': 1.252451155}, 'l': {'count': 2, 'total_original_duration': 1.7364374999999999, 'total_adjusted_duration': 1.434973897372875, 'tempo_ratio': 1.210082987}, 'd': {'count': 3, 'total_original_duration': 0.854375, 'total_adjusted_duration': 0.6991493576297942, 'tempo_ratio': 1.222020718}, 'ey': {'count': 1, 'total_original_duration': 0.70975, 'total_adjusted_duration': 0.6208331413685478, 'tempo_ratio': 1.14322183}, 'tcl': {'count': 2, 'total_original_duration': 0.37206249999999996, 'total_adjusted_duration': 0.3398399995148046, 'tempo_ratio': 1.09481668}, 't': {'count': 3, 'total_original_duration': 0.5237499999999999, 'total_adjusted_duration': 0.4438550794750295, 'tempo_ratio': 1.180002267}, 'dcl': {'count': 3, 'total_original_duration': 2.0465625000000003, 'total_adjusted_duration': 1.9528591376407065, 'tempo_ratio': 1.047982653}, 'kcl': {'count': 2, 'total_original_duration': 0.985375, 'total_adjusted_duration': 0.7220647910710043, 'tempo_ratio': 1.364662856}, 'k': {'count': 2, 'total_original_duration': 0.3238125, 'total_adjusted_duration': 0.22726147326192137, 'tempo_ratio': 1.424845555}, 's': {'count': 3, 'total_original_duration': 1.832875, 'total_adjusted_duration': 1.5115270950963997, 'tempo_ratio': 1.212598177}, 'uw': {'count': 1, 'total_original_duration': 0.26875, 'total_adjusted_duration': 0.23200378795239143, 'tempo_ratio': 1.158386259}, 'ih': {'count': 2, 'total_original_duration': 0.8544375, 'total_adjusted_duration': 0.6893385984539822, 'tempo_ratio': 1.239503347}, 'r': {'count': 1, 'total_original_duration': 0.2205, 'total_adjusted_duration': 0.19891095700763112, 'tempo_ratio': 1.108536218}}}",0222.wav
MERE,MENEUR,MENEUR,"{'mean_confidence': 0.9517852067947388, 'min_confidence': 0.300677627325058, 'max_confidence': 0.9999338388442993}","{'mean_confidence': 0.957364559173584, 'min_confidence': 0.3579265773296356, 'max_confidence': 0.9999229907989502}",1.65,1.788125,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.788125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.828875, 'total_adjusted_duration': 3.0657289346692225, 'tempo_ratio': 0.922741397}, 'm': {'count': 1, 'total_original_duration': 0.5808125, 'total_adjusted_duration': 0.4696910250589414, 'tempo_ratio': 1.236584199}, 'ih': {'count': 1, 'total_original_duration': 0.749375, 'total_adjusted_duration': 0.6045768265279238, 'tempo_ratio': 1.239503347}, 'r': {'count': 1, 'total_original_duration': 0.37, 'total_adjusted_duration': 0.333773487949313, 'tempo_ratio': 1.108536218}}}",0223.wav
FATE,HAY,PLAY,"{'mean_confidence': 0.970154345035553, 'min_confidence': 0.7006043791770935, 'max_confidence': 0.9999904632568359}","{'mean_confidence': 0.9703261852264404, 'min_confidence': 0.5591367483139038, 'max_confidence': 0.9999288320541382}",1.05,0.999625,1.0,1.0,"{'original_duration': 1.05, 'adjusted_duration': 0.999625, 'phoneme_stats': {'noi': {'count': 1, 'total_original_duration': 0.462, 'total_adjusted_duration': 0.5006819911863128, 'tempo_ratio': 0.922741397}, 'f': {'count': 1, 'total_original_duration': 0.5245625, 'total_adjusted_duration': 0.4434129625204106, 'tempo_ratio': 1.183011198}, 'ey': {'count': 1, 'total_original_duration': 0.9656875, 'total_adjusted_duration': 0.8447070154354908, 'tempo_ratio': 1.14322183}, 'tcl': {'count': 1, 'total_original_duration': 0.6765625, 'total_adjusted_duration': 0.6179687543671694, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.2533125, 'total_adjusted_duration': 0.2146711977460972, 'tempo_ratio': 1.180002267}}}",0224.wav
BAT,BAD,BAT,"{'mean_confidence': 0.9653430581092834, 'min_confidence': 0.30730128288269043, 'max_confidence': 0.9999417066574097}","{'mean_confidence': 0.9736128449440002, 'min_confidence': 0.4626980423927307, 'max_confidence': 0.9999744892120361}",1.35,1.2248125,1.0,0.0,"{'original_duration': 1.35, 'adjusted_duration': 1.2248125, 'phoneme_stats': {'bcl': {'count': 1, 'total_original_duration': 1.1304375, 'total_adjusted_duration': 1.028919016904898, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.3065625, 'total_adjusted_duration': 0.27346324352589746, 'tempo_ratio': 1.121037314}, 'ae': {'count': 1, 'total_original_duration': 0.9350625, 'total_adjusted_duration': 0.7465860015914154, 'tempo_ratio': 1.252451155}, 'tcl': {'count': 1, 'total_original_duration': 0.4943125, 'total_adjusted_duration': 0.4515025291722811, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.4406875, 'total_adjusted_duration': 0.3734632655582856, 'tempo_ratio': 1.180002267}, 'noi': {'count': 1, 'total_original_duration': 0.3985625, 'total_adjusted_duration': 0.4319330435328892, 'tempo_ratio': 0.922741397}}}",0225.wav
