reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,HESE ANT ER DI YOU BE E MGRIEVY WIDE WIY AL AIN ER,YE DE AT THE ER DAYE BE IN GRENY WI WIBE AL ER,"{'mean_confidence': 0.9210779666900635, 'min_confidence': 0.28856271505355835, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9042102098464966, 'min_confidence': 0.23430994153022766, 'max_confidence': 0.9999977350234985}",10.2850625,7.64375,1.1818181818181819,1.0909090909090908,"{'original_duration': 10.2850625, 'adjusted_duration': 7.64375, 'phoneme_stats': {'sil': {'count': 7, 'total_original_duration': 3.2775, 'total_adjusted_duration': 3.2775, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.375, 'total_adjusted_duration': 0.4044359741243417, 'tempo_ratio': 0.927217221}, 'sh': {'count': 1, 'total_original_duration': 0.285, 'total_adjusted_duration': 0.13745270286857467, 'tempo_ratio': 2.073440493}, 'iy': {'count': 3, 'total_original_duration': 0.8700000000000001, 'total_adjusted_duration': 0.49846542919973025, 'tempo_ratio': 1.745356747}, 'hh': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.08748554276712273, 'tempo_ratio': 1.771721305}, 'ae': {'count': 3, 'total_original_duration': 0.7475, 'total_adjusted_duration': 0.38277650736658897, 'tempo_ratio': 1.95283667}, 'dcl': {'count': 2, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.13561324744456826, 'tempo_ratio': 1.493216952}, 'd': {'count': 2, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.049798529218864976, 'tempo_ratio': 1.606473148}, 'y': {'count': 2, 'total_original_duration': 0.395, 'total_adjusted_duration': 0.2276652192288396, 'tempo_ratio': 1.73500371}, 'ao': {'count': 2, 'total_original_duration': 0.3675, 'total_adjusted_duration': 0.24693754639956497, 'tempo_ratio': 1.488230548}, 'r': {'count': 4, 'total_original_duration': 0.7174999999999999, 'total_adjusted_duration': 0.34983380453980256, 'tempo_ratio': 2.050973893}, 'aa': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.11050444365231399, 'tempo_ratio': 1.606270247}, 'kcl': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.06250511291823671, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.09356636777783195, 'tempo_ratio': 1.629859143}, 's': {'count': 2, 'total_original_duration': 0.195, 'total_adjusted_duration': 0.13983370309129184, 'tempo_ratio': 1.394513595}, 'uw': {'count': 1, 'total_original_duration': 0.2275, 'total_adjusted_duration': 0.16861575410298682, 'tempo_ratio': 1.349221496}, 't': {'count': 3, 'total_original_duration': 0.26, 'total_adjusted_duration': 0.17928257519312038, 'tempo_ratio': 1.450224595}, 'ih': {'count': 2, 'total_original_duration': 0.3775, 'total_adjusted_duration': 0.24504916127912887, 'tempo_ratio': 1.540507211}, 'n': {'count': 1, 'total_original_duration': 0.235, 'total_adjusted_duration': 0.13725391297676956, 'tempo_ratio': 1.712155194}, 'gcl': {'count': 1, 'total_original_duration': 0.0825, 'total_adjusted_duration': 0.05452210517004005, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.02985479952151463, 'tempo_ratio': 1.842249852}, 'w': {'count': 2, 'total_original_duration': 0.4975, 'total_adjusted_duration': 0.3575385642963993, 'tempo_ratio': 1.391458292}, 'tcl': {'count': 2, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.14307279801851902, 'tempo_ratio': 1.397889765}, 'er': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.07451831157309448, 'tempo_ratio': 2.147123259}, 'l': {'count': 1, 'total_original_duration': 0.09, 'total_adjusted_duration': 0.04964210411961283, 'tempo_ratio': 1.812977141}}}",0072.wav
GO,GO,GO,"{'mean_confidence': 0.9840337038040161, 'min_confidence': 0.5585784912109375, 'max_confidence': 0.9999897480010986}","{'mean_confidence': 0.9831326603889465, 'min_confidence': 0.2684129774570465, 'max_confidence': 0.9999853372573853}",3.285,3.0821875,0.0,0.0,"{'original_duration': 3.285, 'adjusted_duration': 3.0821875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.6225, 'total_adjusted_duration': 2.6225, 'tempo_ratio': 1.0}, 'gcl': {'count': 1, 'total_original_duration': 0.185, 'total_adjusted_duration': 0.12226169038130193, 'tempo_ratio': 1.513147736}, 'g': {'count': 1, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.04342516294038492, 'tempo_ratio': 1.842249852}, 'ow': {'count': 1, 'total_original_duration': 0.3925, 'total_adjusted_duration': 0.29398343222175755, 'tempo_ratio': 1.335109251}}}",0073.wav
CAR,CLER,PO,"{'mean_confidence': 0.9806211590766907, 'min_confidence': 0.4195367097854614, 'max_confidence': 0.9999901056289673}","{'mean_confidence': 0.9765917062759399, 'min_confidence': 0.350777268409729, 'max_confidence': 0.9999935626983643}",3.54,3.232625,1.0,1.0,"{'original_duration': 3.54, 'adjusted_duration': 3.232625, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 1.9125, 'total_adjusted_duration': 1.9125, 'tempo_ratio': 1.0}, 'noi': {'count': 2, 'total_original_duration': 0.7375, 'total_adjusted_duration': 0.7953907491112053, 'tempo_ratio': 0.927217221}, 'kcl': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.14103717786679054, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.08129536872500154, 'tempo_ratio': 1.629859143}, 'aa': {'count': 1, 'total_original_duration': 0.3075, 'total_adjusted_duration': 0.19143727562302285, 'tempo_ratio': 1.606270247}, 'r': {'count': 1, 'total_original_duration': 0.2275, 'total_adjusted_duration': 0.11092291363457155, 'tempo_ratio': 2.050973893}}}",0074.wav
RAVE,RIBE,RE,"{'mean_confidence': 0.9823463559150696, 'min_confidence': 0.47853922843933105, 'max_confidence': 0.9999972581863403}","{'mean_confidence': 0.969049870967865, 'min_confidence': 0.433423787355423, 'max_confidence': 0.9999932050704956}",3.125,2.673125,1.0,1.0,"{'original_duration': 3.125, 'adjusted_duration': 2.673125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.0949999999999998, 'total_adjusted_duration': 2.0949999999999998, 'tempo_ratio': 1.0}, 'r': {'count': 1, 'total_original_duration': 0.3525, 'total_adjusted_duration': 0.1718695694777427, 'tempo_ratio': 2.050973893}, 'ey': {'count': 1, 'total_original_duration': 0.4625, 'total_adjusted_duration': 0.32083107270845873, 'tempo_ratio': 1.441568599}, 'v': {'count': 1, 'total_original_duration': 0.21, 'total_adjusted_duration': 0.08544124246096431, 'tempo_ratio': 2.457829427}}}",0075.wav
BETA,MERDER,MERDER,"{'mean_confidence': 0.9731782078742981, 'min_confidence': 0.5334853529930115, 'max_confidence': 0.9999992847442627}","{'mean_confidence': 0.9798993468284607, 'min_confidence': 0.3098210096359253, 'max_confidence': 0.9999985694885254}",2.9900625,2.67175,1.0,1.0,"{'original_duration': 2.9900625, 'adjusted_duration': 2.67175, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.12875, 'total_adjusted_duration': 2.12875, 'tempo_ratio': 1.0}, 'bcl': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.10349814557431372, 'tempo_ratio': 1.497611374}, 'b': {'count': 1, 'total_original_duration': 0.0391875, 'total_adjusted_duration': 0.025811672622271697, 'tempo_ratio': 1.51820847}, 'eh': {'count': 1, 'total_original_duration': 0.20875, 'total_adjusted_duration': 0.13083340895922202, 'tempo_ratio': 1.595540479}, 'tcl': {'count': 1, 'total_original_duration': 0.1158125, 'total_adjusted_duration': 0.08284809210259866, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0458125, 'total_adjusted_duration': 0.03158993452321087, 'tempo_ratio': 1.450224595}, 'ah': {'count': 1, 'total_original_duration': 0.2953125, 'total_adjusted_duration': 0.16844237763209477, 'tempo_ratio': 1.753195984}}}",0076.wav
HE SLOWLY TAKES A SHORT WALK IN THE OPEN AIR EACH DAY,YOU LONLY BIK A LAR DACK A NOL GON THERE AI DEY,OU OLY TIK A YAR TOLUCK IN THE OL BE THERE ENTY,"{'mean_confidence': 0.9225713014602661, 'min_confidence': 0.3445892035961151, 'max_confidence': 0.9999990463256836}","{'mean_confidence': 0.8956997394561768, 'min_confidence': 0.2161937952041626, 'max_confidence': 0.9999994039535522}",9.135,6.7111875,0.9166666666666666,0.75,"{'original_duration': 9.135, 'adjusted_duration': 6.7111875, 'phoneme_stats': {'sil': {'count': 5, 'total_original_duration': 2.246625, 'total_adjusted_duration': 2.246625, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.375, 'total_adjusted_duration': 0.4044359741243417, 'tempo_ratio': 0.927217221}, 'hh': {'count': 2, 'total_original_duration': 0.23500000000000001, 'total_adjusted_duration': 0.1326393712920893, 'tempo_ratio': 1.771721305}, 'iy': {'count': 3, 'total_original_duration': 1.02275, 'total_adjusted_duration': 0.5859833536942806, 'tempo_ratio': 1.745356747}, 'y': {'count': 1, 'total_original_duration': 0.115, 'total_adjusted_duration': 0.06628227901599128, 'tempo_ratio': 1.73500371}, 'ow': {'count': 2, 'total_original_duration': 0.543875, 'total_adjusted_duration': 0.40736366675059466, 'tempo_ratio': 1.335109251}, 'l': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.08687368220932247, 'tempo_ratio': 1.812977141}, 'tcl': {'count': 2, 'total_original_duration': 0.2190625, 'total_adjusted_duration': 0.1567094240796591, 'tempo_ratio': 1.397889765}, 't': {'count': 2, 'total_original_duration': 0.11125, 'total_adjusted_duration': 0.0767122557316717, 'tempo_ratio': 1.450224595}, 'ay': {'count': 1, 'total_original_duration': 0.2174375, 'total_adjusted_duration': 0.15274769179507558, 'tempo_ratio': 1.423507599}, 'kcl': {'count': 2, 'total_original_duration': 0.2441875, 'total_adjusted_duration': 0.15654325395612234, 'tempo_ratio': 1.559872392}, 'k': {'count': 2, 'total_original_duration': 0.3565625, 'total_adjusted_duration': 0.21876890498874232, 'tempo_ratio': 1.629859143}, 'ah': {'count': 3, 'total_original_duration': 0.6666875, 'total_adjusted_duration': 0.38026980787334497, 'tempo_ratio': 1.753195984}, 'sh': {'count': 1, 'total_original_duration': 0.119375, 'total_adjusted_duration': 0.05757339089451263, 'tempo_ratio': 2.073440493}, 'ao': {'count': 2, 'total_original_duration': 0.4010625, 'total_adjusted_duration': 0.2694894957901375, 'tempo_ratio': 1.488230548}, 'r': {'count': 2, 'total_original_duration': 0.3529375, 'total_adjusted_duration': 0.17208288277319383, 'tempo_ratio': 2.050973893}, 'w': {'count': 1, 'total_original_duration': 0.0909375, 'total_adjusted_duration': 0.06535409686573632, 'tempo_ratio': 1.391458292}, 'ih': {'count': 1, 'total_original_duration': 0.3386875, 'total_adjusted_duration': 0.2198545372469535, 'tempo_ratio': 1.540507211}, 'n': {'count': 2, 'total_original_duration': 0.253125, 'total_adjusted_duration': 0.14783998605210552, 'tempo_ratio': 1.712155194}, 'dh': {'count': 1, 'total_original_duration': 0.0534375, 'total_adjusted_duration': 0.022702922024512365, 'tempo_ratio': 2.353771904}, 'pcl': {'count': 1, 'total_original_duration': 0.1300625, 'total_adjusted_duration': 0.09764668028220819, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.044625, 'total_adjusted_duration': 0.033100224406466816, 'tempo_ratio': 1.348178171}, 'eh': {'count': 1, 'total_original_duration': 0.2780625, 'total_adjusted_duration': 0.1742748013352032, 'tempo_ratio': 1.595540479}, 'ch': {'count': 1, 'total_original_duration': 0.0380625, 'total_adjusted_duration': 0.02555196092303523, 'tempo_ratio': 1.489611702}, 'dcl': {'count': 1, 'total_original_duration': 0.1906875, 'total_adjusted_duration': 0.12770247467696844, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.03925, 'total_adjusted_duration': 0.024432403398005627, 'tempo_ratio': 1.606473148}, 'ey': {'count': 1, 'total_original_duration': 0.2905625, 'total_adjusted_duration': 0.2015599536515709, 'tempo_ratio': 1.441568599}}}",0077.wav
STORM,STIL,STIL,"{'mean_confidence': 0.9970062971115112, 'min_confidence': 0.6925969123840332, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.997822642326355, 'min_confidence': 0.882601261138916, 'max_confidence': 0.9999988079071045}",4.07,3.5825625,1.0,1.0,"{'original_duration': 4.07, 'adjusted_duration': 3.5825625, 'phoneme_stats': {'sil': {'count': 1, 'total_original_duration': 0.78, 'total_adjusted_duration': 0.78, 'tempo_ratio': 1.0}, 'noi': {'count': 2, 'total_original_duration': 1.6106875, 'total_adjusted_duration': 1.737119914859735, 'tempo_ratio': 0.927217221}, 's': {'count': 1, 'total_original_duration': 0.51, 'total_adjusted_duration': 0.3657189157772248, 'tempo_ratio': 1.394513595}, 'tcl': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.10372777856342627, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0704375, 'total_adjusted_duration': 0.04857006303909775, 'tempo_ratio': 1.450224595}, 'ao': {'count': 1, 'total_original_duration': 0.2800625, 'total_adjusted_duration': 0.18818488867626712, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1445, 'total_adjusted_duration': 0.07045433415470588, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.5190625, 'total_adjusted_duration': 0.2887192921984914, 'tempo_ratio': 1.79781024}}}",0078.wav
WARM,WOM,WEL,"{'mean_confidence': 0.9786434769630432, 'min_confidence': 0.36843034625053406, 'max_confidence': 0.9999920129776001}","{'mean_confidence': 0.987630307674408, 'min_confidence': 0.48436349630355835, 'max_confidence': 0.9999740123748779}",3.03,2.74475,1.0,1.0,"{'original_duration': 3.03, 'adjusted_duration': 2.74475, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.3274999999999997, 'total_adjusted_duration': 2.3274999999999997, 'tempo_ratio': 1.0}, 'w': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.1095972483521626, 'tempo_ratio': 1.391458292}, 'ao': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.09575129350187213, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.08532531818043965, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.2275, 'total_adjusted_duration': 0.12654283246267414, 'tempo_ratio': 1.79781024}}}",0079.wav
TRACE,PAY,PROPAY,"{'mean_confidence': 0.9657741785049438, 'min_confidence': 0.443314790725708, 'max_confidence': 0.999996542930603}","{'mean_confidence': 0.955330491065979, 'min_confidence': 0.29434099793434143, 'max_confidence': 0.9999955892562866}",3.3,2.83025,1.0,1.0,"{'original_duration': 3.3, 'adjusted_duration': 2.83025, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.8775, 'total_adjusted_duration': 1.8775, 'tempo_ratio': 1.0}, 'p': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.12609609297701646, 'tempo_ratio': 1.348178171}, 'r': {'count': 2, 'total_original_duration': 0.21000000000000002, 'total_adjusted_duration': 0.1023903818165276, 'tempo_ratio': 2.050973893}, 'tcl': {'count': 1, 'total_original_duration': 0.305, 'total_adjusted_duration': 0.2181860169782415, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.06550709478210168, 'tempo_ratio': 1.450224595}, 'ey': {'count': 1, 'total_original_duration': 0.635, 'total_adjusted_duration': 0.44049239171864063, 'tempo_ratio': 1.441568599}}}",0080.wav
STORM,DOM,DON'T,"{'mean_confidence': 0.9801937937736511, 'min_confidence': 0.5233991742134094, 'max_confidence': 0.9999977350234985}","{'mean_confidence': 0.9858505129814148, 'min_confidence': 0.5891544222831726, 'max_confidence': 0.9999979734420776}",3.41,2.9865625,1.0,1.0,"{'original_duration': 3.41, 'adjusted_duration': 2.9865625, 'phoneme_stats': {'sil': {'count': 3, 'total_original_duration': 2.1574999999999998, 'total_adjusted_duration': 2.1574999999999998, 'tempo_ratio': 1.0}, 'noi': {'count': 1, 'total_original_duration': 0.05, 'total_adjusted_duration': 0.053924796549912224, 'tempo_ratio': 0.927217221}, 's': {'count': 1, 'total_original_duration': 0.365, 'total_adjusted_duration': 0.26174000835036676, 'tempo_ratio': 1.394513595}, 'tcl': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.12340028829097263, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.04, 'total_adjusted_duration': 0.02758193464509544, 'tempo_ratio': 1.450224595}, 'ao': {'count': 1, 'total_original_duration': 0.275, 'total_adjusted_duration': 0.18478319798606904, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1875, 'total_adjusted_duration': 0.09141998376475677, 'tempo_ratio': 2.050973893}, 'm': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.08621599574379997, 'tempo_ratio': 1.79781024}}}",0082.wav
KNEW,MA,NAY,"{'mean_confidence': 0.9829835891723633, 'min_confidence': 0.5068953037261963, 'max_confidence': 0.9999916553497314}","{'mean_confidence': 0.9904811382293701, 'min_confidence': 0.4315275549888611, 'max_confidence': 0.999991774559021}",3.85,3.6425,1.0,1.0,"{'original_duration': 3.85, 'adjusted_duration': 3.6425, 'phoneme_stats': {'sil': {'count': 4, 'total_original_duration': 2.5225, 'total_adjusted_duration': 2.5225, 'tempo_ratio': 1.0}, 'noi': {'count': 2, 'total_original_duration': 0.6, 'total_adjusted_duration': 0.6470975585989467, 'tempo_ratio': 0.927217221}, 'n': {'count': 1, 'total_original_duration': 0.41, 'total_adjusted_duration': 0.23946427370415113, 'tempo_ratio': 1.712155194}, 'uw': {'count': 1, 'total_original_duration': 0.315, 'total_adjusted_duration': 0.2334679672195202, 'tempo_ratio': 1.349221496}}}",0083.wav
TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN,A DAIN'T AIN'T THE YE BILY CAFULY WA AN WY YAD A BON HOU THEM AL ARGU,I DOID INDE HE DA HCAPELY WAI AND WAI PA A BON O SE MOR O HE,"{'mean_confidence': 0.9324268698692322, 'min_confidence': 0.27096423506736755, 'max_confidence': 0.9999960660934448}","{'mean_confidence': 0.9212826490402222, 'min_confidence': 0.16992154717445374, 'max_confidence': 0.9999909400939941}",15.03,11.5474375,1.3076923076923077,1.1538461538461537,"{'original_duration': 15.03, 'adjusted_duration': 11.5474375, 'phoneme_stats': {'sil': {'count': 10, 'total_original_duration': 4.5418125, 'total_adjusted_duration': 4.5418125, 'tempo_ratio': 1.0}, 'noi': {'count': 3, 'total_original_duration': 1.1408749999999999, 'total_adjusted_duration': 1.230429045277622, 'tempo_ratio': 0.927217221}, 'eh': {'count': 2, 'total_original_duration': 0.434125, 'total_adjusted_duration': 0.27208648461998686, 'tempo_ratio': 1.595540479}, 'tcl': {'count': 2, 'total_original_duration': 0.21231250000000002, 'total_adjusted_duration': 0.1518807171465341, 'tempo_ratio': 1.397889765}, 't': {'count': 2, 'total_original_duration': 0.07718749999999999, 'total_adjusted_duration': 0.05322451451045761, 'tempo_ratio': 1.450224595}, 'w': {'count': 3, 'total_original_duration': 0.677125, 'total_adjusted_duration': 0.4866297494456269, 'tempo_ratio': 1.391458292}, 'ay': {'count': 1, 'total_original_duration': 0.2594375, 'total_adjusted_duration': 0.1822522761257139, 'tempo_ratio': 1.423507599}, 'iy': {'count': 4, 'total_original_duration': 0.683125, 'total_adjusted_duration': 0.3913956279563974, 'tempo_ratio': 1.745356747}, 'dcl': {'count': 2, 'total_original_duration': 0.258375, 'total_adjusted_duration': 0.17303245831353245, 'tempo_ratio': 1.493216952}, 'd': {'count': 2, 'total_original_duration': 0.0668125, 'total_adjusted_duration': 0.041589552917942696, 'tempo_ratio': 1.606473148}, 'ey': {'count': 2, 'total_original_duration': 0.6986875, 'total_adjusted_duration': 0.4846716975416028, 'tempo_ratio': 1.441568599}, 'hh': {'count': 1, 'total_original_duration': 0.0365625, 'total_adjusted_duration': 0.020636710693051126, 'tempo_ratio': 1.771721305}, 'pcl': {'count': 2, 'total_original_duration': 0.29225, 'total_adjusted_duration': 0.21941176213340008, 'tempo_ratio': 1.331970525}, 'p': {'count': 2, 'total_original_duration': 0.074875, 'total_adjusted_duration': 0.05553791153914181, 'tempo_ratio': 1.348178171}, 'l': {'count': 4, 'total_original_duration': 0.641625, 'total_adjusted_duration': 0.3539068339527398, 'tempo_ratio': 1.812977141}, 's': {'count': 3, 'total_original_duration': 0.6611875, 'total_adjusted_duration': 0.4741348541675565, 'tempo_ratio': 1.394513595}, 'kcl': {'count': 1, 'total_original_duration': 0.15325, 'total_adjusted_duration': 0.09824521594584386, 'tempo_ratio': 1.559872392}, 'k': {'count': 1, 'total_original_duration': 0.1123125, 'total_adjusted_duration': 0.06890932905605082, 'tempo_ratio': 1.629859143}, 'ih': {'count': 5, 'total_original_duration': 0.8739375000000001, 'total_adjusted_duration': 0.5673050367824601, 'tempo_ratio': 1.540507211}, 'f': {'count': 1, 'total_original_duration': 0.0944375, 'total_adjusted_duration': 0.0490583472899602, 'tempo_ratio': 1.925003699}, 'ah': {'count': 2, 'total_original_duration': 0.340375, 'total_adjusted_duration': 0.19414543673743664, 'tempo_ratio': 1.753195984}, 'ae': {'count': 1, 'total_original_duration': 0.188875, 'total_adjusted_duration': 0.09671827803192573, 'tempo_ratio': 1.95283667}, 'n': {'count': 3, 'total_original_duration': 0.4348125, 'total_adjusted_duration': 0.25395624270728345, 'tempo_ratio': 1.712155194}, 'dh': {'count': 1, 'total_original_duration': 0.1283125, 'total_adjusted_duration': 0.054513565984004544, 'tempo_ratio': 2.353771904}, 'z': {'count': 1, 'total_original_duration': 0.064125, 'total_adjusted_duration': 0.024782418462455845, 'tempo_ratio': 2.587519862}, 'aa': {'count': 1, 'total_original_duration': 0.3706875, 'total_adjusted_duration': 0.2307753011626318, 'tempo_ratio': 1.606270247}, 'aw': {'count': 1, 'total_original_duration': 0.3866875, 'total_adjusted_duration': 0.14022948864289553, 'tempo_ratio': 2.75753341}, 'er': {'count': 1, 'total_original_duration': 0.2495, 'total_adjusted_duration': 0.11620199210929419, 'tempo_ratio': 2.147123259}, 'm': {'count': 1, 'total_original_duration': 0.1479375, 'total_adjusted_duration': 0.08228760561515101, 'tempo_ratio': 1.79781024}, 'ao': {'count': 2, 'total_original_duration': 0.4151875, 'total_adjusted_duration': 0.27898063277760377, 'tempo_ratio': 1.488230548}, 'r': {'count': 1, 'total_original_duration': 0.1978125, 'total_adjusted_duration': 0.0964480828718184, 'tempo_ratio': 2.050973893}, 'g': {'count': 1, 'total_original_duration': 0.1140625, 'total_adjusted_duration': 0.06191478309859569, 'tempo_ratio': 1.842249852}}}",0084.wav
SHIP,THIP,ZIB,"{'mean_confidence': 0.9711543917655945, 'min_confidence': 0.47108665108680725, 'max_confidence': 0.9999946355819702}","{'mean_confidence': 0.9818523526191711, 'min_confidence': 0.4978210926055908, 'max_confidence': 0.999988317489624}",3.19,2.8473125,1.0,1.0,"{'original_duration': 3.19, 'adjusted_duration': 2.8473125, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 1.0150000000000001, 'total_adjusted_duration': 1.0150000000000001, 'tempo_ratio': 1.0}, 'noi': {'count': 2, 'total_original_duration': 1.0725, 'total_adjusted_duration': 1.1566868859956172, 'tempo_ratio': 0.927217221}, 'sh': {'count': 1, 'total_original_duration': 0.3975, 'total_adjusted_duration': 0.1917103487377489, 'tempo_ratio': 2.073440493}, 'ih': {'count': 1, 'total_original_duration': 0.3625, 'total_adjusted_duration': 0.23531210851307077, 'tempo_ratio': 1.540507211}, 'pcl': {'count': 1, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.16516882008331227, 'tempo_ratio': 1.331970525}, 'p': {'count': 1, 'total_original_duration': 0.1125, 'total_adjusted_duration': 0.08344594388184913, 'tempo_ratio': 1.348178171}}}",0085.wav
DOWN,NO,NO,"{'mean_confidence': 0.9873042106628418, 'min_confidence': 0.6042596101760864, 'max_confidence': 0.9999990463256836}","{'mean_confidence': 0.9956475496292114, 'min_confidence': 0.5755237340927124, 'max_confidence': 0.9999973773956299}",3.67,3.39575,1.0,1.0,"{'original_duration': 3.67, 'adjusted_duration': 3.39575, 'phoneme_stats': {'sil': {'count': 4, 'total_original_duration': 2.175, 'total_adjusted_duration': 2.175, 'tempo_ratio': 1.0}, 'noi': {'count': 2, 'total_original_duration': 0.8150000000000001, 'total_adjusted_duration': 0.8789741837635692, 'tempo_ratio': 0.927217221}, 'dcl': {'count': 1, 'total_original_duration': 0.165, 'total_adjusted_duration': 0.11049968310298154, 'tempo_ratio': 1.493216952}, 'd': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.043573713066506856, 'tempo_ratio': 1.606473148}, 'aw': {'count': 1, 'total_original_duration': 0.3125, 'total_adjusted_duration': 0.11332591614909934, 'tempo_ratio': 2.75753341}, 'n': {'count': 1, 'total_original_duration': 0.1275, 'total_adjusted_duration': 0.07446754852994944, 'tempo_ratio': 1.712155194}}}",0086.wav
MEAT,ME,MID,"{'mean_confidence': 0.9784714579582214, 'min_confidence': 0.4565846025943756, 'max_confidence': 0.9999953508377075}","{'mean_confidence': 0.9830189943313599, 'min_confidence': 0.5026834011077881, 'max_confidence': 0.9999619722366333}",3.05,2.686875,1.0,1.0,"{'original_duration': 3.05, 'adjusted_duration': 2.686875, 'phoneme_stats': {'sil': {'count': 2, 'total_original_duration': 2.14, 'total_adjusted_duration': 2.14, 'tempo_ratio': 1.0}, 'm': {'count': 1, 'total_original_duration': 0.2775, 'total_adjusted_duration': 0.15435444399293222, 'tempo_ratio': 1.79781024}, 'iy': {'count': 1, 'total_original_duration': 0.3725, 'total_adjusted_duration': 0.21342341652517186, 'tempo_ratio': 1.745356747}, 'tcl': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.13591915811759306, 'tempo_ratio': 1.397889765}, 't': {'count': 1, 'total_original_duration': 0.0625, 'total_adjusted_duration': 0.043096772882961626, 'tempo_ratio': 1.450224595}}}",0087.wav
